ID,line,path,eva_nr,category,station,state,city,zip,long,lat,arrival_plan,departure_plan,arrival_change,departure_change,arrival_delay_m,departure_delay_m,info,arrival_delay_check,departure_delay_check
4920148733837688395-2407080020-5,S6,Kettwig|Kettwig Stausee|Hösel|Ratingen Ost,8001592,5,Düsseldorf-Rath,Nordrhein-Westfalen,Düsseldorf,40472,6.821063,51.264124,2024-07-08 00:55:00,2024-07-08 00:55:00,,,0,0,,on_time,on_time
-6375355091712267375-2407072351-3,S6,Düsseldorf-Unterrath|Düsseldorf-Rath Mitte,8001592,5,Düsseldorf-Rath,Nordrhein-Westfalen,Düsseldorf,40472,6.821063,51.264124,2024-07-08 00:03:00,2024-07-08 00:04:00,2024-07-08 00:04:00,2024-07-08 00:04:00,1,0,,on_time,on_time
-1572456430412895409-2407072350-5,S6,Kettwig|Kettwig Stausee|Hösel|Ratingen Ost,8001592,5,Düsseldorf-Rath,Nordrhein-Westfalen,Düsseldorf,40472,6.821063,51.264124,2024-07-08 00:25:00,2024-07-08 00:25:00,2024-07-08 00:25:00,2024-07-08 00:25:00,0,0,,on_time,on_time
2268301733203488440-2407080021-3,S6,Düsseldorf-Unterrath|Düsseldorf-Rath Mitte,8001592,5,Düsseldorf-Rath,Nordrhein-Westfalen,Düsseldorf,40472,6.821063,51.264124,2024-07-08 00:33:00,2024-07-08 00:34:00,2024-07-08 00:34:00,2024-07-08 00:34:00,1,0,,on_time,on_time
4920148733837688395-2407080020-6,S6,Kettwig|Kettwig Stausee|Hösel|Ratingen Ost|Düsseldorf-Rath,8001593,5,Düsseldorf-Rath Mitte,Nordrhein-Westfalen,Düsseldorf,40472,6.808398,51.261136,2024-07-08 00:58:00,2024-07-08 00:58:00,,,0,0,,on_time,on_time
-1572456430412895409-2407072350-6,S6,Kettwig|Kettwig Stausee|Hösel|Ratingen Ost|Düsseldorf-Rath,8001593,5,Düsseldorf-Rath Mitte,Nordrhein-Westfalen,Düsseldorf,40472,6.808398,51.261136,2024-07-08 00:28:00,2024-07-08 00:28:00,2024-07-08 00:28:00,2024-07-08 00:28:00,0,0,,on_time,on_time
-1228016767566463777-2407080020-1,6,,8001593,5,Düsseldorf-Rath Mitte,Nordrhein-Westfalen,Düsseldorf,40472,6.808398,51.261136,,2024-07-08 00:20:00,,2024-07-08 00:20:00,0,0,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
2268301733203488440-2407080021-2,S6,Düsseldorf-Unterrath,8001593,5,Düsseldorf-Rath Mitte,Nordrhein-Westfalen,Düsseldorf,40472,6.808398,51.261136,2024-07-08 00:31:00,2024-07-08 00:31:00,2024-07-08 00:31:00,2024-07-08 00:31:00,0,0,,on_time,on_time
-6081262919619493063-2407072350-9,6,Düsseldorf-Rath Mitte|Düsseldorf-Derendorf|Düsseldorf-Zoo|Düsseldorf Wehrhahn|Düsseldorf Hbf|Düsseldorf Volksgarten|Düsseldorf-Oberbilk|Düsseldorf-Eller Süd,8001594,4,Düsseldorf-Reisholz,Nordrhein-Westfalen,Düsseldorf,40599,6.860953,51.180782,2024-07-08 00:11:00,2024-07-08 00:11:00,2024-07-08 00:11:00,2024-07-08 00:11:00,0,0,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
4474099864990007717-2407072331-17,6,Köln-Nippes|Köln Hansaring|Köln Hbf|Köln Messe/Deutz|Köln-Buchforst|Köln-Mülheim|Köln-Stammheim|Leverkusen Chempark|Leverkusen Mitte|Leverkusen-Küppersteg|Leverkusen-Rheindorf|Langenfeld(Rhld)|Langenfeld(Rhld)-Berghausen|Düsseldorf-Hellerhof|Düsseldorf-Garath|Düsseldorf-Benrath,8001594,4,Düsseldorf-Reisholz,Nordrhein-Westfalen,Düsseldorf,40599,6.860953,51.180782,2024-07-08 00:18:00,2024-07-08 00:18:00,2024-07-08 00:18:00,2024-07-08 00:18:00,0,0,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
-1228016767566463777-2407080020-9,6,Düsseldorf-Rath Mitte|Düsseldorf-Derendorf|Düsseldorf-Zoo|Düsseldorf Wehrhahn|Düsseldorf Hbf|Düsseldorf Volksgarten|Düsseldorf-Oberbilk|Düsseldorf-Eller Süd,8001594,4,Düsseldorf-Reisholz,Nordrhein-Westfalen,Düsseldorf,40599,6.860953,51.180782,2024-07-08 00:41:00,2024-07-08 00:41:00,2024-07-08 00:42:00,2024-07-08 00:42:00,1,1,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
1706958687990872371-2407080001-17,6,Köln-Nippes|Köln Hansaring|Köln Hbf|Köln Messe/Deutz|Köln-Buchforst|Köln-Mülheim|Köln-Stammheim|Leverkusen Chempark|Leverkusen Mitte|Leverkusen-Küppersteg|Leverkusen-Rheindorf|Langenfeld(Rhld)|Langenfeld(Rhld)-Berghausen|Düsseldorf-Hellerhof|Düsseldorf-Garath|Düsseldorf-Benrath,8001594,4,Düsseldorf-Reisholz,Nordrhein-Westfalen,Düsseldorf,40599,6.860953,51.180782,2024-07-08 00:48:00,2024-07-08 00:48:00,2024-07-08 00:49:00,2024-07-08 00:49:00,1,1,Bauarbeiten. (Quelle: zuginfo.nrw),on_time,on_time
5725591571076636546-2407080037-5,1,Düsseldorf Hbf|Düsseldorf Wehrhahn|Düsseldorf-Zoo|Düsseldorf-Derendorf,8001595,4,Düsseldorf-Unterrath,Nordrhein-Westfalen,Düsseldorf,40468,6.788783,51.276732,2024-07-08 00:45:00,2024-07-08 00:46:00,,,0,0,Information. (Quelle: zuginfo.nrw),on_time,on_time
4811162762134259239-2407072223-35,11,Bergisch Gladbach|Duckterath|Köln-Dellbrück|Köln-Holweide|Köln-Mülheim|Köln-Buchforst|Köln Messe/Deutz|Köln Hbf|Köln Hansaring|Köln-Nippes|Köln Geldernstr./Parkgürtel|Köln-Longerich|Köln Volkhovener Weg|Köln-Chorweiler|Köln-Chorweiler Nord|Köln-Blumenberg|Köln-Worringen|Dormagen Chempark|Dormagen|Nievenheim|Neuss Allerheiligen|Norf|Neuss Süd|Neuss Hbf|Neuss Am Kaiser|Neuss Rheinparkcenter|Düsseldorf-Hamm|Düsseldorf Völklinger Str.|Düsseldorf-Bilk|Düsseldorf Friedrichstadt|Düsseldorf Hbf|Düsseldorf Wehrhahn|Düsseldorf-Zoo|Düsseldorf-Derendorf,8001595,4,Düsseldorf-Unterrath,Nordrhein-Westfalen,Düsseldorf,40468,6.788783,51.276732,2024-07-08 00:01:00,2024-07-08 00:02:00,2024-07-08 00:02:00,2024-07-08 00:03:00,1,1,,on_time,on_time
-6778296190867816557-2407072321-27,1,Dortmund Hbf|Dortmund-Dorstfeld|Dortmund-Dorstfeld Süd|Dortmund Universität|Dortmund-Oespel|Dortmund-Kley|Bochum-Langendreer|Bochum-Langendreer West|Bochum Hbf|Bochum-Ehrenfeld|Wattenscheid-Höntrop|Essen-Eiberg|Essen-Steele Ost|Essen-Steele|Essen Hbf|Essen West|Essen-Frohnhausen|Mülheim(Ruhr)Hbf|Mülheim(Ruhr)Styrum|Duisburg Hbf|Duisburg-Schlenk|Duisburg-Buchholz|Duisburg-Großenbaum|Duisburg-Rahm|Angermund|Düsseldorf Flughafen,8001595,4,Düsseldorf-Unterrath,Nordrhein-Westfalen,Düsseldorf,40468,6.788783,51.276732,2024-07-08 00:44:00,2024-07-08 00:44:00,2024-07-08 00:46:00,2024-07-08 00:47:00,2,3,Information. (Quelle: zuginfo.nrw),on_time,on_time
8454181999371794495-2407080024-2,11,Düsseldorf Flughafen Terminal,8001595,4,Düsseldorf-Unterrath,Nordrhein-Westfalen,Düsseldorf,40468,6.788783,51.276732,2024-07-08 00:26:00,2024-07-08 00:27:00,2024-07-08 00:26:00,2024-07-08 00:27:00,0,0,,on_time,on_time
4796285488527221163-2407080051-1,S6,,8001595,4,Düsseldorf-Unterrath,Nordrhein-Westfalen,Düsseldorf,40468,6.788783,51.276732,,2024-07-08 00:51:00,,,0,0,,on_time,on_time
2268301733203488440-2407080021-1,S6,,8001595,4,Düsseldorf-Unterrath,Nordrhein-Westfalen,Düsseldorf,40468,6.788783,51.276732,,2024-07-08 00:21:00,,2024-07-08 00:21:00,0,0,,on_time,on_time
-7832801453514250175-2407072251-27,1,Dortmund Hbf|Dortmund-Dorstfeld|Dortmund-Dorstfeld Süd|Dortmund Universität|Dortmund-Oespel|Dortmund-Kley|Bochum-Langendreer|Bochum-Langendreer West|Bochum Hbf|Bochum-Ehrenfeld|Wattenscheid-Höntrop|Essen-Eiberg|Essen-Steele Ost|Essen-Steele|Essen Hbf|Essen West|Essen-Frohnhausen|Mülheim(Ruhr)Hbf|Mülheim(Ruhr)Styrum|Duisburg Hbf|Duisburg-Schlenk|Duisburg-Buchholz|Duisburg-Großenbaum|Duisburg-Rahm|Angermund|Düsseldorf Flughafen,8001595,4,Düsseldorf-Unterrath,Nordrhein-Westfalen,Düsseldorf,40468,6.788783,51.276732,2024-07-08 00:14:00,2024-07-08 00:14:00,2024-07-08 00:14:00,2024-07-08 00:14:00,0,0,Information. (Quelle: zuginfo.nrw),on_time,on_time
-3813109555375925551-2407072316-29,8,Hagen Hbf|Hagen-Wehringhausen|Hagen-Heubing|Hagen-Westerbauer|Gevelsberg-Knapp|Gevelsberg Hbf|Gevelsberg-Kipp|Gevelsberg West|Schwelm|Schwelm West|Wuppertal-Langerfeld|Wuppertal-Oberbarmen|Wuppertal-Barmen|Wuppertal-Unterbarmen|Wuppertal Hbf|Wuppertal-Steinbeck|Wuppertal-Zoologischer Garten|Wuppertal-Sonnborn|Wuppertal-Vohwinkel|Haan-Gruiten|Hochdahl-Millrath|Hochdahl|Erkrath|Düsseldorf-Gerresheim|Düsseldorf-Flingern|Düsseldorf Hbf|Düsseldorf Friedrichstadt|Düsseldorf-Bilk,8001603,5,Düsseldorf Völklinger Straße,Nordrhein-Westfalen,Düsseldorf,40219,6.760431,51.210208,2024-07-08 00:37:00,2024-07-08 00:38:00,2024-07-08 00:39:00,2024-07-08 00:39:00,2,1,Information. (Quelle: zuginfo.nrw),on_time,on_time
1859923136648078830-2407072323-28,11,Bergisch Gladbach|Duckterath|Köln-Dellbrück|Köln-Holweide|Köln-Mülheim|Köln-Buchforst|Köln Messe/Deutz|Köln Hbf|Köln Hansaring|Köln-Nippes|Köln Geldernstr./Parkgürtel|Köln-Longerich|Köln Volkhovener Weg|Köln-Chorweiler|Köln-Chorweiler Nord|Köln-Blumenberg|Köln-Worringen|Dormagen Chempark|Dormagen|Nievenheim|Neuss Allerheiligen|Norf|Neuss Süd|Neuss Hbf|Neuss Am Kaiser|Neuss Rheinparkcenter|Düsseldorf-Hamm,8001603,5,Düsseldorf Völklinger Straße,Nordrhein-Westfalen,Düsseldorf,40219,6.760431,51.210208,2024-07-08 00:44:00,2024-07-08 00:45:00,2024-07-08 00:44:00,2024-07-08 00:45:00,0,0,,on_time,on_time
-7795575716965043013-2407080010-6,28,Kaarst IKEA|Neuss Hbf|Neuss Am Kaiser|Neuss Rheinparkcenter|Düsseldorf-Hamm,8001603,5,Düsseldorf Völklinger Straße,Nordrhein-Westfalen,Düsseldorf,40219,6.760431,51.210208,2024-07-08 00:27:00,2024-07-08 00:28:00,2024-07-08 00:27:00,2024-07-08 00:28:00,0,0,Störung. (Quelle: zuginfo.nrw),on_time,on_time
-1218702632145660018-2407072354-10,8,Mönchengladbach Hbf|Mönchengladbach-Lürrip|Korschenbroich|Kleinenbroich|Büttgen|Neuss Hbf|Neuss Am Kaiser|Neuss Rheinparkcenter|Düsseldorf-Hamm,8001603,5,Düsseldorf Völklinger Straße,Nordrhein-Westfalen,Düsseldorf,40219,6.760431,51.210208,2024-07-08 00:21:00,2024-07-08 00:22:00,2024-07-08 00:22:00,2024-07-08 00:23:00,1,1,Information. (Quelle: zuginfo.nrw),on_time,on_time
3540835274774470520-2407080003-10,28,Mettmann Stadtwald|Mettmann Zentrum|Neanderthal|Erkrath-Nord|Düsseldorf-Gerresheim|Düsseldorf-Flingern|Düsseldorf Hbf|Düsseldorf Friedrichstadt|Düsseldorf-Bilk,8001603,5,Düsseldorf Völklinger Straße,Nordrhein-Westfalen,Düsseldorf,40219,6.760431,51.210208,2024-07-08 00:31:00,2024-07-08 00:32:00,2024-07-08 00:31:00,2024-07-08 00:32:00,0,0,Störung. (Quelle: zuginfo.nrw),on_time,on_time
-5946106727358174457-2407072253-28,11,Bergisch Gladbach|Duckterath|Köln-Dellbrück|Köln-Holweide|Köln-Mülheim|Köln-Buchforst|Köln Messe/Deutz|Köln Hbf|Köln Hansaring|Köln-Nippes|Köln Geldernstr./Parkgürtel|Köln-Longerich|Köln Volkhovener Weg|Köln-Chorweiler|Köln-Chorweiler Nord|Köln-Blumenberg|Köln-Worringen|Dormagen Chempark|Dormagen|Nievenheim|Neuss Allerheiligen|Norf|Neuss Süd|Neuss Hbf|Neuss Am Kaiser|Neuss Rheinparkcenter|Düsseldorf-Hamm,8001603,5,Düsseldorf Völklinger Straße,Nordrhein-Westfalen,Düsseldorf,40219,6.760431,51.210208,2024-07-08 00:14:00,2024-07-08 00:15:00,2024-07-08 00:14:00,2024-07-08 00:15:00,0,0,,on_time,on_time
-1537118689903044118-2407072354-9,11,Düsseldorf Flughafen Terminal|Düsseldorf-Unterrath|Düsseldorf-Derendorf|Düsseldorf-Zoo|Düsseldorf Wehrhahn|Düsseldorf Hbf|Düsseldorf Friedrichstadt|Düsseldorf-Bilk,8001603,5,Düsseldorf Völklinger Straße,Nordrhein-Westfalen,Düsseldorf,40219,6.760431,51.210208,2024-07-08 00:13:00,2024-07-08 00:14:00,2024-07-08 00:14:00,2024-07-08 00:14:00,1,0,,on_time,on_time
-2810437278825145357-2407072351-4,40,Schweinfurt Hbf|Oberwerrn|Poppenhausen,8001620,5,Ebenhausen (Unterfr),Bayern,Oerlenbach,97714,10.13804,50.131305,2024-07-08 00:03:00,2024-07-08 00:07:00,2024-07-08 00:03:00,2024-07-08 00:07:00,0,0,,on_time,on_time
9032766283265962745-2407072351-4,50,Schweinfurt Hbf|Oberwerrn|Poppenhausen,8001620,5,Ebenhausen (Unterfr),Bayern,Oerlenbach,97714,10.13804,50.131305,2024-07-08 00:03:00,2024-07-08 00:05:00,2024-07-08 00:03:00,2024-07-08 00:05:00,0,0,,on_time,on_time
-2152942688786616343-2407072310-11,28,Nürnberg Hbf|Fürth(Bay)Hbf|Erlangen|Forchheim(Oberfr)|Hirschaid|Bamberg|Hallstadt(b Bamberg)|Breitengüßbach|Ebing|Zapfendorf,8001623,5,Ebensfeld,Bayern,Ebensfeld,96250,10.954725,50.068731,2024-07-08 00:13:00,2024-07-08 00:13:00,2024-07-08 00:13:00,2024-07-08 00:13:00,0,0,Bauarbeiten,on_time,on_time
-7467845848422281998-2407080010-5,10a,Mannheim Hbf|Mannheim ARENA/Maimarkt|Heidelberg Hbf|Neckargemünd,8000369,3,Eberbach,Baden-Württemberg,Eberbach,69412,8.984152,49.465768,2024-07-08 00:49:00,2024-07-08 00:50:00,2024-07-08 00:49:00,2024-07-08 00:50:00,0,0,,on_time,on_time
-3130539342753108152-2407072238-22,1,Schifferstadt|Limburgerhof|Ludwigshafen-Rheingönheim|Ludwigshafen-Mundenheim|Ludwigshafen(Rh)Hbf|Ludwigshafen(Rhein) Mitte|Mannheim Hbf|Mannheim ARENA/Maimarkt|Mannheim-Seckenheim|Mannheim-Friedrichsfeld Süd|Heidelberg-Pfaffengrund/Wieblingen|Heidelberg Hbf|Heidelberg-Weststadt/Südstadt|Heidelberg-Altstadt|Heidelberg-Schlierbach/Ziegelhausen|Heidelberg Orthopädie|Neckargemünd|Neckargemünd Altstadt|Neckarsteinach|Neckarhausen bei Neckarsteinach|Hirschhorn(Neckar),8000369,3,Eberbach,Baden-Württemberg,Eberbach,69412,8.984152,49.465768,2024-07-08 00:02:00,2024-07-08 00:02:00,2024-07-08 00:05:00,2024-07-08 00:05:00,3,3,Störung,on_time,on_time
-4230888244062921628-2407072342-6,16,Stuttgart Hbf|Stuttgart-Bad Cannstatt|Esslingen(Neckar)|Plochingen|Reichenbach(Fils),8001632,4,Ebersbach (Fils),Baden-Württemberg,Ebersbach (Fils),73061,9.526582,48.71612,2024-07-08 00:08:00,2024-07-08 00:09:00,2024-07-08 00:11:00,2024-07-08 00:12:00,3,3,Information,on_time,on_time
-4896468785972896802-2407072346-17,16,Ulm Hbf|Beimerstetten|Westerstetten|Lonsee|Urspring|Amstetten(Württ)|Geislingen(Steige)|Geislingen(Steige)West|Kuchen|Gingen(Fils)|Süßen|Salach|Eislingen(Fils)|Göppingen|Faurndau|Uhingen,8001632,4,Ebersbach (Fils),Baden-Württemberg,Ebersbach (Fils),73061,9.526582,48.71612,2024-07-08 00:47:00,2024-07-08 00:47:00,2024-07-08 00:47:00,2024-07-08 00:47:00,0,0,Information,on_time,on_time
-9132837011102505100-2407072348-11,16,Geislingen(Steige)|Geislingen(Steige)West|Kuchen|Gingen(Fils)|Süßen|Salach|Eislingen(Fils)|Göppingen|Faurndau|Uhingen,8001632,4,Ebersbach (Fils),Baden-Württemberg,Ebersbach (Fils),73061,9.526582,48.71612,2024-07-08 00:19:00,2024-07-08 00:19:00,2024-07-08 00:22:00,2024-07-08 00:22:00,3,3,Information,on_time,on_time
4396757589555371998-2407080004-6,16,Stuttgart Hbf|Stuttgart-Bad Cannstatt|Esslingen(Neckar)|Plochingen|Reichenbach(Fils),8001632,4,Ebersbach (Fils),Baden-Württemberg,Ebersbach (Fils),73061,9.526582,48.71612,2024-07-08 00:38:00,2024-07-08 00:38:00,2024-07-08 00:38:00,2024-07-08 00:38:00,0,0,Information,on_time,on_time
-4218379301611128710-2407080002-1,6,,8001634,4,Ebersberg (Oberbay),Bayern,Ebersberg (Oberbay),85560,11.970243,48.07497,,2024-07-08 00:02:00,,2024-07-08 00:02:00,0,0,Bauarbeiten,on_time,on_time
5913476017482085806-2407080019-3,48,Grafing Bahnhof|Grafing Stadt,8001634,4,Ebersberg (Oberbay),Bayern,Ebersberg (Oberbay),85560,11.970243,48.07497,2024-07-08 00:27:00,2024-07-08 00:28:00,2024-07-08 00:27:00,2024-07-08 00:28:00,0,0,,on_time,on_time
2081981143221818074-2407080042-1,6,,8001634,4,Ebersberg (Oberbay),Bayern,Ebersberg (Oberbay),85560,11.970243,48.07497,,2024-07-08 00:42:00,,,0,0,Bauarbeiten,on_time,on_time
8491752188424798140-2407072331-18,1,München Leuchtenbergring|München Ost|München Rosenheimer Platz|München Isartor|München Marienplatz|München Karlsplatz|München Hbf (tief)|München Hackerbrücke|München Donnersbergerbrücke|München Hirschgarten|München-Laim|München-Moosach|München-Fasanerie|München-Feldmoching|Oberschleißheim|Unterschleißheim|Lohhof,8001647,5,Eching,Bayern,Eching,84174,11.616754,48.302992,2024-07-08 00:12:00,2024-07-08 00:12:00,2024-07-08 00:12:00,2024-07-08 00:12:00,0,0,,on_time,on_time
-4820806282423460397-2407080011-18,1,München Leuchtenbergring|München Ost|München Rosenheimer Platz|München Isartor|München Marienplatz|München Karlsplatz|München Hbf (tief)|München Hackerbrücke|München Donnersbergerbrücke|München Hirschgarten|München-Laim|München-Moosach|München-Fasanerie|München-Feldmoching|Oberschleißheim|Unterschleißheim|Lohhof,8001647,5,Eching,Bayern,Eching,84174,11.616754,48.302992,2024-07-08 00:52:00,2024-07-08 00:52:00,2024-07-08 00:52:00,2024-07-08 00:52:00,0,0,,on_time,on_time
6170092459768635002-2407080014-4,1,Freising|Pulling(b Freising)|Neufahrn(b Freising),8001647,5,Eching,Bayern,Eching,84174,11.616754,48.302992,2024-07-08 00:27:00,2024-07-08 00:27:00,2024-07-08 00:28:00,2024-07-08 00:28:00,1,1,,on_time,on_time
6357927537834281008-2407080011-4,1,München Flughafen Terminal|München Flughafen Besucherpark|Neufahrn(b Freising),8001647,5,Eching,Bayern,Eching,84174,11.616754,48.302992,2024-07-08 00:27:00,2024-07-08 00:27:00,2024-07-08 00:28:00,2024-07-08 00:28:00,1,1,,on_time,on_time
-8068325637714588770-2407072355-4,1,München Flughafen Terminal|München Flughafen Besucherpark|Neufahrn(b Freising),8001647,5,Eching,Bayern,Eching,84174,11.616754,48.302992,2024-07-08 00:07:00,2024-07-08 00:07:00,2024-07-08 00:07:00,2024-07-08 00:08:00,0,1,,on_time,on_time
224206650494097505-2407080003-3,2,Filderstadt|Stuttgart Flughafen/Messe,8001650,4,Echterdingen,Baden-Württemberg,Echterdingen,70771,9.169164,48.692152,2024-07-08 00:10:00,2024-07-08 00:10:00,2024-07-08 00:10:00,2024-07-08 00:10:00,0,0,Information,on_time,on_time
-1263112065111090114-2407072318-25,2,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach|Beutelsbach|Endersbach|Stetten-Beinstein|Rommelshausen|Waiblingen|Fellbach|Stuttgart-Sommerrain|Stuttgart Nürnberger Str.|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Oberaichen|Leinfelden,8001650,4,Echterdingen,Baden-Württemberg,Echterdingen,70771,9.169164,48.692152,2024-07-08 00:19:00,2024-07-08 00:20:00,2024-07-08 00:19:00,2024-07-08 00:20:00,0,0,Information,on_time,on_time
6570008134094305920-2407072348-25,2,Schorndorf|Weiler(Rems)|Winterbach(b Schorndorf)|Geradstetten|Grunbach|Beutelsbach|Endersbach|Stetten-Beinstein|Rommelshausen|Waiblingen|Fellbach|Stuttgart-Sommerrain|Stuttgart Nürnberger Str.|Stuttgart-Bad Cannstatt|Stuttgart Hbf (tief)|Stuttgart Stadtmitte|Stuttgart Feuersee|Stuttgart Schwabstr.|Stuttgart Universität|Stuttgart-Österfeld|Stuttgart-Vaihingen|Stuttgart-Rohr|Oberaichen|Leinfelden,8001650,4,Echterdingen,Baden-Württemberg,Echterdingen,70771,9.169164,48.692152,2024-07-08 00:49:00,2024-07-08 00:50:00,2024-07-08 00:49:00,2024-07-08 00:50:00,0,0,Information,on_time,on_time
1541038896405338370-2407080033-3,2,Filderstadt|Stuttgart Flughafen/Messe,8001650,4,Echterdingen,Baden-Württemberg,Echterdingen,70771,9.169164,48.692152,2024-07-08 00:40:00,2024-07-08 00:40:00,2024-07-08 00:40:00,2024-07-08 00:40:00,0,0,Information,on_time,on_time
-1741225755563897977-2407080005-3,RB73,Rieseby Schleibrücke Süd|Rieseby,8001654,5,Eckernförde,Schleswig-Holstein,Eckernförde,24340,9.835115,54.4676,2024-07-08 00:18:00,2024-07-08 00:20:00,2024-07-08 00:18:00,2024-07-08 00:20:00,0,0,,on_time,on_time
-3112591690244693923-2407080035-6,1,Wiesbaden Hbf|Wiesbaden Ost|Mainz-Kastel|Hochheim(Main)|Flörsheim(Main),8001659,5,Eddersheim,Hessen,Hattersheim am Main,65795,8.456741,50.039492,2024-07-08 00:55:00,2024-07-08 00:55:00,,,0,0,,on_time,on_time
8592618304452787755-2407072258-27,1,Rödermark-Ober Roden|Rodgau-Rollwald|Rodgau-Nieder Roden|Rodgau-Dudenhofen|Rodgau-Jügesheim|Rodgau-Hainhausen|Rodgau-Weiskirchen|Obertshausen(Kr Of)|Offenbach-Waldhof|Offenbach-Bieber|Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Griesheim|Frankfurt-Nied|Frankfurt-Höchst|Frankfurt-Höchst Farbwerke|Frankfurt-Sindlingen|Hattersheim(Main),8001659,5,Eddersheim,Hessen,Hattersheim am Main,65795,8.456741,50.039492,2024-07-08 00:02:00,2024-07-08 00:03:00,2024-07-08 00:05:00,2024-07-08 00:06:00,3,3,,on_time,on_time
4850329958533155098-2407072328-27,1,Rödermark-Ober Roden|Rodgau-Rollwald|Rodgau-Nieder Roden|Rodgau-Dudenhofen|Rodgau-Jügesheim|Rodgau-Hainhausen|Rodgau-Weiskirchen|Obertshausen(Kr Of)|Offenbach-Waldhof|Offenbach-Bieber|Offenbach(Main)Ost|Offenbach(Main) Marktplatz|Offenbach(Main) Ledermuseum|Offenbach(Main) Kaiserlei|Frankfurt(M)Mühlberg|Frankfurt(M)Ostendstraße|Frankfurt(M)Konstablerwache|Frankfurt(M)Hauptwache|Frankfurt(M)Taunusanlage|Frankfurt Hbf (tief)|Frankfurt-Griesheim|Frankfurt-Nied|Frankfurt-Höchst|Frankfurt-Höchst Farbwerke|Frankfurt-Sindlingen|Hattersheim(Main),8001659,5,Eddersheim,Hessen,Hattersheim am Main,65795,8.456741,50.039492,2024-07-08 00:32:00,2024-07-08 00:33:00,2024-07-08 00:33:00,2024-07-08 00:34:00,1,1,,on_time,on_time
-2524541331675730230-2407072353-5,27,Basel Bad Bf|Weil am Rhein|Haltingen|Eimeldingen,8001671,5,Efringen-Kirchen,Baden-Württemberg,Efringen-Kirchen,79588,7.563918,47.655619,2024-07-08 00:05:00,2024-07-08 00:06:00,2024-07-08 00:05:00,2024-07-08 00:06:00,0,0,,on_time,on_time
4818429524705393843-2407072302-27,27,Orschweier|Ringsheim/Europa-Park|Herbolzheim(Breisg)|Kenzingen|Riegel-Malterdingen|Köndringen|Teningen-Mundingen|Emmendingen|Kollmarsreute|Denzlingen|Gundelfingen(Breisgau)|Freiburg(Breisgau) Hbf|Freiburg-St Georgen|Ebringen|Schallstadt|Norsingen|Bad Krozingen|Heitersheim|Buggingen|Müllheim(Baden)|Auggen|Schliengen|Bad Bellingen|Rheinweiler|Kleinkems|Istein,8001671,5,Efringen-Kirchen,Baden-Württemberg,Efringen-Kirchen,79588,7.563918,47.655619,2024-07-08 00:29:00,2024-07-08 00:30:00,2024-07-08 00:35:00,2024-07-08 00:35:00,6,5,,delay,on_time
601626001908116179-2407080035-5,3,Darmstadt Hbf|Darmstadt-Arheilgen|Darmstadt-Wixhausen|Erzhausen,8001672,5,Egelsbach,Hessen,Egelsbach,63329,8.6536324,49.9691127,2024-07-08 00:46:00,2024-07-08 00:46:00,,,0,0,,on_time,on_time
-1295838831872431980-2407072350-25,3,Bad Soden(Taunus)|Sulzbach(Taunus)Nord|Schwalbach(Taunus)Limes|Schwalbach(Taunus)Nord|Niederhöchstadt|Eschborn|Eschborn Süd|Frankfurt-Rödelheim|Frankfurt(Main)West|Frankfurt(Main)Messe|Frankfurt(M)Galluswarte|Frankfurt Hbf (tief)|Frankfurt(M)Taunusanlage|Frankfurt(M)Hauptwache|Frankfurt(M)Konstablerwache|Frankfurt(M)Ostendstraße|Frankfurt(M)Lokalbahnhof|Frankfurt(Main)Süd|Frankfurt(M)Stresemannallee|Frankfurt-Louisa|Neu-Isenburg|Dreieich-Buchschlag|Langen-Flugsicherung|Langen(Hess),8001672,5,Egelsbach,Hessen,Egelsbach,63329,8.6536324,49.9691127,2024-07-08 00:44:00,2024-07-08 00:45:00,2024-07-08 00:45:00,2024-07-08 00:45:00,1,0,,on_time,on_time
1643065743470394396-2407080005-5,3,Darmstadt Hbf|Darmstadt-Arheilgen|Darmstadt-Wixhausen|Erzhausen,8001672,5,Egelsbach,Hessen,Egelsbach,63329,8.6536324,49.9691127,2024-07-08 00:16:00,2024-07-08 00:16:00,2024-07-08 00:16:00,2024-07-08 00:16:00,0,0,,on_time,on_time
